17	8	13	57	46	11	59
16	10	12	57	52	5	58
17	6	15	49	48	1	57
16	8	14	56	57	-1	56
16	7	15	52	49	3	55
13	14	11	51	41	10	53
12	16	10	46	44	2	52
14	6	18	50	55	-5	48
11	11	16	35	44	-9	44
11	11	16	44	56	-12	44
10	14	14	34	46	-12	44
12	8	18	52	67	-15	44
9	13	16	41	56	-15	40
9	13	16	41	61	-20	40
10	5	23	37	82	-45	35
8	9	21	37	71	-34	33
21	12	5	76	44	32	75
19	11	8	73	40	33	68
19	11	8	62	32	30	68
19	11	8	62	37	25	68
17	10	11	47	34	13	61
16	11	11	58	55	3	59
14	15	9	50	51	-1	57
15	11	12	49	46	3	56
12	11	15	46	54	-8	47
13	7	18	44	51	-7	46
11	13	14	28	38	-10	46
11	13	14	45	58	-13	46
9	15	14	42	43	-1	42
10	12	16	39	48	-9	42
10	12	16	44	57	-13	42
10	11	17	50	56	-6	41
9	14	15	38	54	-16	41
10	10	18	35	53	-18	40
10	12	16	51	60	-9	39
6	16	16	31	59	-28	34
25	7	6	73	35	38	82
24	6	8	66	37	29	78
20	11	7	70	34	36	71
18	9	11	52	35	17	63
17	12	9	49	32	17	63
17	10	11	64	44	20	61
18	7	13	61	47	14	61
16	13	9	50	38	12	61
15	13	10	50	54	-4	58
14	9	15	43	52	-9	51
12	14	12	46	44	2	50
11	10	17	35	50	-15	43
12	7	19	40	57	-17	43
10	11	17	55	70	-15	41
10	10	18	48	61	-13	40
8	14	16	42	60	-18	38
9	11	18	34	52	-18	38
9	11	18	33	58	-25	38
9	6	23	38	57	-19	33
8	5	25	39	71	-32	29
